Date,Open,High,Low,Close,Volume,Quote_Volume,48-zscore
2021-10-02 19:35:00,1.23100000,1.23300000,1.23080000,1.2308,1467.00000000,1807.27890000,
2021-10-02 19:40:00,1.23030000,1.23260000,1.22920000,1.2326,7140.00000000,8785.51490000,
2021-10-02 19:45:00,1.23290000,1.23360000,1.22900000,1.229,7206.00000000,8866.11680000,
2021-10-02 19:50:00,1.22880000,1.23270000,1.22840000,1.2321,5757.00000000,7081.94400000,
2021-10-02 19:55:00,1.23200000,1.23540000,1.23200000,1.2326,11134.00000000,13742.27980000,
2021-10-02 20:00:00,1.23240000,1.23450000,1.23120000,1.233,11190.00000000,13797.84830000,
2021-10-02 20:05:00,1.22990000,1.23180000,1.22880000,1.2294,2583.00000000,3175.41050000,
2021-10-02 20:10:00,1.22940000,1.22970000,1.22560000,1.2266,7257.00000000,8903.19720000,
2021-10-02 20:15:00,1.22660000,1.23360000,1.22660000,1.2331,9940.00000000,12237.28860000,
2021-10-02 20:20:00,1.23400000,1.23560000,1.22800000,1.2286,37756.00000000,46515.45460000,
2021-10-02 20:25:00,1.22750000,1.22790000,1.21800000,1.2215,33212.00000000,40573.27380000,
2021-10-02 20:30:00,1.22200000,1.22780000,1.22110000,1.2235,18214.00000000,22292.96490000,
2021-10-02 20:35:00,1.22610000,1.23060000,1.22430000,1.2258,37953.00000000,46595.58920000,
2021-10-02 20:40:00,1.22570000,1.22700000,1.22100000,1.2234,17847.00000000,21870.71010000,
2021-10-02 20:45:00,1.22360000,1.22660000,1.22360000,1.2243,3939.00000000,4826.52000000,
2021-10-02 20:50:00,1.22430000,1.22550000,1.22430000,1.2246,1116.00000000,1367.08750000,
2021-10-02 20:55:00,1.22430000,1.22470000,1.22120000,1.2214,5493.00000000,6714.99730000,
2021-10-02 21:00:00,1.22200000,1.22500000,1.22190000,1.2245,12804.00000000,15668.11820000,
2021-10-02 21:05:00,1.22500000,1.23190000,1.22450000,1.2303,18896.00000000,23202.39390000,
2021-10-02 21:10:00,1.23100000,1.23580000,1.23100000,1.2328,6736.00000000,8311.94900000,
2021-10-02 21:15:00,1.23210000,1.23210000,1.22870000,1.2287,6257.00000000,7695.07750000,
2021-10-02 21:20:00,1.22980000,1.23060000,1.22820000,1.2282,4099.00000000,5039.23730000,
2021-10-02 21:25:00,1.22810000,1.22890000,1.22610000,1.2287,5866.00000000,7203.36710000,
2021-10-02 21:30:00,1.22720000,1.22720000,1.22540000,1.2271,3580.00000000,4391.06990000,
2021-10-02 21:35:00,1.23050000,1.23060000,1.22950000,1.2296,3089.00000000,3799.36990000,
2021-10-02 21:40:00,1.22920000,1.23090000,1.22920000,1.2297,1894.00000000,2328.99180000,
2021-10-02 21:45:00,1.22960000,1.22990000,1.22900000,1.229,314.00000000,386.04290000,
2021-10-02 21:50:00,1.22900000,1.22900000,1.22750000,1.2277,1165.00000000,1430.73630000,
2021-10-02 21:55:00,1.22880000,1.23190000,1.22880000,1.231,5746.00000000,7066.49730000,
2021-10-02 22:00:00,1.23160000,1.23450000,1.23100000,1.2326,6175.00000000,7614.14050000,
2021-10-02 22:05:00,1.23340000,1.23370000,1.22900000,1.2329,1878.00000000,2313.36480000,
2021-10-02 22:10:00,1.23240000,1.23510000,1.23010000,1.2332,11290.00000000,13913.44950000,
2021-10-02 22:15:00,1.23420000,1.23720000,1.23270000,1.2352,6649.00000000,8207.42130000,
2021-10-02 22:20:00,1.23610000,1.23610000,1.23170000,1.2317,1470.00000000,1813.79510000,
2021-10-02 22:25:00,1.23250000,1.23290000,1.23030000,1.2311,3221.00000000,3967.27570000,
2021-10-02 22:30:00,1.23150000,1.23170000,1.22920000,1.2292,8495.00000000,10456.50750000,
2021-10-02 22:35:00,1.23050000,1.23110000,1.22920000,1.2308,4638.00000000,5706.55160000,
2021-10-02 22:40:00,1.22990000,1.23050000,1.22600000,1.2265,13915.00000000,17093.21710000,
2021-10-02 22:45:00,1.22740000,1.23210000,1.22720000,1.2298,3702.00000000,4555.35130000,
2021-10-02 22:50:00,1.22990000,1.22990000,1.22520000,1.2252,5897.00000000,7239.79770000,
2021-10-02 22:55:00,1.22500000,1.22500000,1.21790000,1.2197,63333.00000000,77238.84980000,
2021-10-02 23:00:00,1.21900000,1.22570000,1.21900000,1.2252,14960.00000000,18274.86130000,
2021-10-02 23:05:00,1.22490000,1.22720000,1.22470000,1.2255,1112.00000000,1362.80600000,
2021-10-02 23:10:00,1.22730000,1.22740000,1.22330000,1.2265,13212.00000000,16187.17130000,
2021-10-02 23:15:00,1.22540000,1.22700000,1.22540000,1.2258,3982.00000000,4883.89680000,
2021-10-02 23:20:00,1.22460000,1.22460000,1.21810000,1.2181,6971.00000000,8516.11710000,
2021-10-02 23:25:00,1.21870000,1.22070000,1.19180000,1.1957,153452.00000000,184557.41650000,
2021-10-02 23:30:00,1.19650000,1.19650000,1.18380000,1.1939,115819.00000000,137835.93320000,
2021-10-02 23:35:00,1.19410000,1.20290000,1.18660000,1.1876,54054.00000000,64759.29940000,
2021-10-02 23:40:00,1.18930000,1.19480000,1.18910000,1.1931,7698.00000000,9178.73410000,
2021-10-02 23:45:00,1.19180000,1.19490000,1.18570000,1.1877,18101.00000000,21556.49280000,
2021-10-02 23:50:00,1.18790000,1.19480000,1.18790000,1.1948,8629.00000000,10278.77220000,
2021-10-02 23:55:00,1.19350000,1.19600000,1.19150000,1.1917,19768.00000000,23614.83790000,
2021-10-03 00:00:00,1.19160000,1.20060000,1.19110000,1.1978,21734.00000000,26003.58590000,
2021-10-03 00:05:00,1.19780000,1.19960000,1.19270000,1.1927,13482.00000000,16103.68910000,
2021-10-03 00:10:00,1.19370000,1.19410000,1.19140000,1.1934,9942.00000000,11867.49250000,
2021-10-03 00:15:00,1.19390000,1.19670000,1.19220000,1.1922,5719.00000000,6833.91120000,
2021-10-03 00:20:00,1.19510000,1.20270000,1.19480000,1.2003,13274.00000000,15897.70710000,
2021-10-03 00:25:00,1.19970000,1.20020000,1.19770000,1.1984,12199.00000000,14630.65000000,
2021-10-03 00:30:00,1.19840000,1.19950000,1.19270000,1.1927,6481.00000000,7750.14160000,
2021-10-03 00:35:00,1.19200000,1.19210000,1.18790000,1.1879,6033.00000000,7185.87380000,
2021-10-03 00:40:00,1.18640000,1.18970000,1.18270000,1.1842,5454.00000000,6464.56230000,
2021-10-03 00:45:00,1.18270000,1.18650000,1.16060000,1.167,55636.00000000,65108.97090000,
2021-10-03 00:50:00,1.16810000,1.17030000,1.15570000,1.1691,59759.00000000,69507.51080000,
2021-10-03 00:55:00,1.16710000,1.16990000,1.16280000,1.1654,12767.00000000,14879.60330000,
2021-10-03 01:00:00,1.16510000,1.17500000,1.16430000,1.1737,21971.00000000,25728.43760000,
2021-10-03 01:05:00,1.17260000,1.17270000,1.17190000,1.1721,2269.00000000,2660.15290000,
2021-10-03 01:10:00,1.17320000,1.17320000,1.16590000,1.1659,3205.00000000,3744.87820000,
2021-10-03 01:15:00,1.16730000,1.17640000,1.16180000,1.1743,24082.00000000,28168.01320000,
2021-10-03 01:20:00,1.17540000,1.17660000,1.16610000,1.1668,8703.00000000,10211.88370000,
2021-10-03 01:25:00,1.16610000,1.17430000,1.16610000,1.1724,10883.00000000,12722.65890000,
2021-10-03 01:30:00,1.17140000,1.17220000,1.16840000,1.1695,16726.00000000,19595.27120000,
2021-10-03 01:35:00,1.16840000,1.17530000,1.16780000,1.1721,10850.00000000,12721.05110000,
2021-10-03 01:40:00,1.17210000,1.17830000,1.17210000,1.1779,12743.00000000,14983.79990000,
2021-10-03 01:45:00,1.17790000,1.17980000,1.17620000,1.1782,6496.00000000,7654.90710000,
2021-10-03 01:50:00,1.17920000,1.18050000,1.17850000,1.1802,4406.00000000,5196.98080000,
2021-10-03 01:55:00,1.18000000,1.18070000,1.17830000,1.1794,2239.00000000,2640.85140000,
2021-10-03 02:00:00,1.17840000,1.18360000,1.17730000,1.1805,12833.00000000,15169.62490000,
2021-10-03 02:05:00,1.18070000,1.18630000,1.18040000,1.1863,7650.00000000,9058.65540000,
2021-10-03 02:10:00,1.18650000,1.18820000,1.18490000,1.1871,10338.00000000,12268.69070000,
2021-10-03 02:15:00,1.18670000,1.18760000,1.18640000,1.1876,1257.00000000,1491.81140000,
2021-10-03 02:20:00,1.18840000,1.18980000,1.18620000,1.1889,578.00000000,687.08090000,
2021-10-03 02:25:00,1.18960000,1.19090000,1.18840000,1.1889,1767.00000000,2102.38420000,
2021-10-03 02:30:00,1.18890000,1.18890000,1.18490000,1.1878,1963.00000000,2329.35990000,
2021-10-03 02:35:00,1.18700000,1.18800000,1.18670000,1.1874,1519.00000000,1803.05130000,
2021-10-03 02:40:00,1.18720000,1.18720000,1.18440000,1.1844,3872.00000000,4589.33660000,
2021-10-03 02:45:00,1.18470000,1.18480000,1.18000000,1.1823,27893.00000000,32921.66820000,
2021-10-03 02:50:00,1.18120000,1.18380000,1.18020000,1.1838,712.00000000,841.42190000,
2021-10-03 02:55:00,1.18290000,1.18290000,1.18050000,1.1814,567.00000000,670.01920000,
2021-10-03 03:00:00,1.18260000,1.18350000,1.17960000,1.1835,3721.00000000,4396.48970000,
2021-10-03 03:05:00,1.18320000,1.18320000,1.17880000,1.1799,8382.00000000,9895.64820000,
2021-10-03 03:10:00,1.18070000,1.18350000,1.18070000,1.1825,2775.00000000,3279.67000000,
2021-10-03 03:15:00,1.18180000,1.18690000,1.17980000,1.1848,22206.00000000,26264.25290000,
2021-10-03 03:20:00,1.18500000,1.18500000,1.18290000,1.1833,3960.00000000,4686.61970000,
2021-10-03 03:25:00,1.18300000,1.18410000,1.18250000,1.1829,2449.00000000,2899.11660000,-0.004845414424714457
2021-10-03 03:30:00,1.18430000,1.18690000,1.18430000,1.1869,3239.00000000,3840.53440000,0.35722488603397146
2021-10-03 03:35:00,1.18710000,1.18750000,1.18680000,1.1875,946.00000000,1123.19650000,0.44238880793459623
2021-10-03 03:40:00,1.18750000,1.18900000,1.18750000,1.1887,3611.00000000,4288.53550000,0.5281286272162943
2021-10-03 03:45:00,1.18750000,1.18820000,1.18410000,1.1848,16806.00000000,19933.04450000,0.30563224007981227
2021-10-03 03:50:00,1.18500000,1.19130000,1.18500000,1.1889,4018.00000000,4778.15550000,0.5747835151089119
2021-10-03 03:55:00,1.18770000,1.19200000,1.18770000,1.1912,24305.00000000,28927.96740000,0.719671673433234
2021-10-03 04:00:00,1.19160000,1.19300000,1.18970000,1.193,1053.00000000,1255.20380000,0.8793783033739627
2021-10-03 04:05:00,1.19320000,1.19360000,1.19080000,1.1936,5670.00000000,6764.59020000,0.9328775968613512
2021-10-03 04:10:00,1.19430000,1.19670000,1.19350000,1.1967,21880.00000000,26160.65670000,1.0946263726543044
2021-10-03 04:15:00,1.19670000,1.19680000,1.19210000,1.1945,2615.00000000,3124.86410000,0.9625869977909673
2021-10-03 04:20:00,1.19540000,1.19540000,1.19540000,1.1954,125.00000000,149.42500000,1.045953860889504
2021-10-03 04:25:00,1.19600000,1.19770000,1.19570000,1.1957,5161.00000000,6173.61110000,1.0749887168123478
2021-10-03 04:30:00,1.19590000,1.19660000,1.19330000,1.1965,10094.00000000,12071.07610000,1.1070582817709425
2021-10-03 04:35:00,1.19540000,1.19900000,1.19510000,1.199,3173.00000000,3796.93030000,1.2543019017501884
2021-10-03 04:40:00,1.19830000,1.19830000,1.19460000,1.1977,1503.00000000,1798.79720000,1.1777558664877412
2021-10-03 04:45:00,1.19790000,1.20260000,1.19790000,1.202,12392.00000000,14869.60440000,1.3499056112985857
2021-10-03 04:50:00,1.20220000,1.20280000,1.19970000,1.2007,4119.00000000,4943.71850000,1.1661397127607267
2021-10-03 04:55:00,1.19970000,1.20220000,1.19910000,1.2014,10422.00000000,12511.24990000,1.18231339483479
2021-10-03 05:00:00,1.20140000,1.20160000,1.19870000,1.2016,6742.00000000,8092.67540000,1.1475061158265454
2021-10-03 05:05:00,1.20170000,1.20450000,1.20140000,1.2045,5341.00000000,6422.67450000,1.3376293097538356
2021-10-03 05:10:00,1.20380000,1.20380000,1.20080000,1.203,2524.00000000,3033.30970000,1.2542412437332984
2021-10-03 05:15:00,1.20290000,1.20380000,1.20160000,1.2016,8537.00000000,10261.86370000,1.0824514782997277
2021-10-03 05:20:00,1.20390000,1.20420000,1.20180000,1.2023,4543.00000000,5464.43550000,1.1184112241760575
2021-10-03 05:25:00,1.20330000,1.20510000,1.20170000,1.2043,5061.00000000,6089.96170000,1.2306579021604083
2021-10-03 05:30:00,1.20390000,1.20980000,1.20390000,1.2095,13124.00000000,15853.05930000,1.511924592869677
2021-10-03 05:35:00,1.20750000,1.20870000,1.20640000,1.2087,6063.00000000,7322.04850000,1.3902064536478262
2021-10-03 05:40:00,1.20910000,1.20910000,1.20770000,1.2083,2712.00000000,3277.18310000,1.3029465760694887
2021-10-03 05:45:00,1.20890000,1.21180000,1.20890000,1.2098,2279.00000000,2758.53540000,1.3805258043335844
2021-10-03 05:50:00,1.21050000,1.21060000,1.21030000,1.2106,1166.00000000,1411.43390000,1.4096801444121931
2021-10-03 05:55:00,1.20960000,1.21050000,1.20820000,1.2105,3423.00000000,4139.92750000,1.3679052019142608
2021-10-03 06:00:00,1.20810000,1.20930000,1.20280000,1.2028,7950.00000000,9600.00630000,0.7227334307480375
2021-10-03 06:05:00,1.20320000,1.20560000,1.20210000,1.2056,1247.00000000,1500.58260000,0.9134952145001632
2021-10-03 06:10:00,1.20470000,1.20500000,1.20330000,1.2045,3865.00000000,4653.97020000,0.7967607172100322
2021-10-03 06:15:00,1.20440000,1.20500000,1.20160000,1.2035,2069.00000000,2491.83970000,0.7106907732294253
2021-10-03 06:20:00,1.20480000,1.20480000,1.20310000,1.2043,3095.00000000,3726.07530000,0.7578491817853148
2021-10-03 06:25:00,1.20430000,1.20450000,1.20400000,1.2045,886.00000000,1067.16550000,0.7636973131699611
2021-10-03 06:30:00,1.20530000,1.21030000,1.20530000,1.2103,2922.00000000,3532.93100000,1.1649576178032242
2021-10-03 06:35:00,1.20900000,1.21080000,1.20900000,1.2108,2051.00000000,2481.94510000,1.1741919839656023
2021-10-03 06:40:00,1.21050000,1.21080000,1.20690000,1.2069,4682.00000000,5658.84790000,0.8621950529306829
2021-10-03 06:45:00,1.20660000,1.20930000,1.20560000,1.2093,2909.00000000,3514.44990000,0.9240939305383992
2021-10-03 06:50:00,1.21010000,1.21190000,1.20880000,1.2107,22661.00000000,27422.87570000,0.9355263885136331
2021-10-03 06:55:00,1.20990000,1.21070000,1.20830000,1.2103,10284.00000000,12436.16400000,0.8685797856331712
2021-10-03 07:00:00,1.21000000,1.21060000,1.20830000,1.2102,4683.00000000,5663.85490000,0.8298693045360347
2021-10-03 07:05:00,1.21020000,1.21020000,1.20350000,1.2035,16386.00000000,19789.61200000,0.3054000706983253
2021-10-03 07:10:00,1.20290000,1.20630000,1.20290000,1.2037,10327.00000000,12442.22250000,0.29871286469650926
2021-10-03 07:15:00,1.20430000,1.20430000,1.20370000,1.2039,1175.00000000,1414.77380000,0.23418325023727374
2021-10-03 07:20:00,1.20450000,1.20450000,1.19800000,1.2023,12096.00000000,14513.05640000,0.10112214847594131
2021-10-03 07:25:00,1.20190000,1.20190000,1.19580000,1.1981,8525.00000000,10218.51460000,-0.19862523618107322
2021-10-03 07:30:00,1.19770000,1.19980000,1.19700000,1.1995,6455.00000000,7732.65870000,-0.10857324192628574
2021-10-03 07:35:00,1.19960000,1.19960000,1.19600000,1.196,484.00000000,578.99980000,-0.35777862635548846
2021-10-03 07:40:00,1.19630000,1.19840000,1.19630000,1.1981,2067.00000000,2474.84120000,-0.21922592844658734
2021-10-03 07:45:00,1.19970000,1.20070000,1.19890000,1.2007,2287.00000000,2743.58050000,-0.10077178705155443
2021-10-03 07:50:00,1.20050000,1.20050000,1.19770000,1.1977,475.00000000,569.40350000,-0.3266185177629521
2021-10-03 07:55:00,1.19660000,1.20150000,1.19510000,1.1975,4225.00000000,5066.67100000,-0.40773959501873946
2021-10-03 08:00:00,1.19650000,1.19990000,1.19640000,1.1989,7733.00000000,9263.19740000,-0.3048974483168667
2021-10-03 08:05:00,1.20010000,1.20210000,1.19990000,1.2001,3751.00000000,4503.88740000,-0.23206898061599848
2021-10-03 08:10:00,1.20010000,1.20130000,1.20010000,1.2013,745.00000000,894.61990000,-0.1880897245347831
2021-10-03 08:15:00,1.20290000,1.20390000,1.20290000,1.2034,527.00000000,634.09180000,-0.03989428537717972
2021-10-03 08:20:00,1.20440000,1.20510000,1.20330000,1.2051,902.00000000,1086.72800000,0.08877607184688692
2021-10-03 08:25:00,1.20600000,1.20790000,1.20550000,1.2079,3527.00000000,4256.22990000,0.29102527458168326
2021-10-03 08:30:00,1.20490000,1.20650000,1.20490000,1.2061,633.00000000,762.97920000,0.1285692681929998
2021-10-03 08:35:00,1.20610000,1.20680000,1.20520000,1.2068,922.00000000,1111.35080000,0.18285222036563237
2021-10-03 08:40:00,1.20680000,1.20680000,1.20150000,1.2015,10775.00000000,12996.32150000,-0.2492476480963621
2021-10-03 08:45:00,1.20260000,1.20530000,1.20260000,1.203,5295.00000000,6375.34600000,-0.13587366064913925
2021-10-03 08:50:00,1.20300000,1.20550000,1.20070000,1.2048,729.00000000,877.54640000,0.014906616665694334
2021-10-03 08:55:00,1.20370000,1.20370000,1.20010000,1.2001,4382.00000000,5267.99160000,-0.41883923020555885
2021-10-03 09:00:00,1.19800000,1.19800000,1.18950000,1.1907,10949.00000000,13059.38080000,-1.236650818677755
2021-10-03 09:05:00,1.19020000,1.19080000,1.18350000,1.1876,16480.00000000,19563.67300000,-1.4380656843628354
2021-10-03 09:10:00,1.18790000,1.18850000,1.18170000,1.1817,6792.00000000,8037.08410000,-1.91282723610211
2021-10-03 09:15:00,1.18360000,1.18840000,1.18180000,1.1858,15888.00000000,18834.88550000,-1.44174506031902
2021-10-03 09:20:00,1.18400000,1.18580000,1.18350000,1.1848,5525.00000000,6548.17550000,-1.4941146196045236
2021-10-03 09:25:00,1.18360000,1.18590000,1.18360000,1.1853,1589.00000000,1882.28540000,-1.4355726014286216
2021-10-03 09:30:00,1.18490000,1.19240000,1.18490000,1.1924,9291.00000000,11048.03240000,-0.7373963004058715
